#"Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)"
40.399999999999366,-1560392.625,162236.55498772918
40.799999999999145,-1518734.25,198039.36034179144
41.19999999999892,-1487555.0,220162.8347921652
41.5999999999987,-1463624.0,236078.83620713046
41.99999999999848,-1445700.25,247172.63842298105
42.39999999999826,-1431958.375,254178.5606081198
42.799999999998036,-1423919.5,259895.74136835957
43.199999999997814,-1419962.25,266932.519365386
43.59999999999759,-1415946.5,271011.72906142817
43.99999999999737,-1416037.75,274535.0094711432
44.39999999999715,-1416690.5,276834.56612558744
44.79999999999693,-1418934.5,279079.56787911
45.199999999996706,-1419602.25,279386.40289977065
45.599999999996484,-1420776.75,281548.45889787236
45.99999999999626,-1419556.5,280555.5312781228
46.39999999999604,-1419738.0,281374.35870579456
46.79999999999582,-1417943.0,280716.8106714822
47.1999999999956,-1413751.0,279920.4519396572
47.599999999995376,-1410487.0,280958.81062829995
47.999999999995154,-1402492.375,278669.9911938451
48.39999999999493,-1398146.25,280113.44334754057
48.79999999999471,-1392528.25,279810.35244059964
49.19999999999449,-1385654.25,278767.82974562456
49.59999999999427,-1380610.5,280526.8347092114
49.999999999994046,-1372364.0,279264.1029885799
50.399999999993824,-1366678.625,279654.038988776
50.7999999999936,-1362266.625,279214.4439194425
51.19999999999338,-1358724.75,279586.1531286873
51.59999999999316,-1357193.0,280443.0931679884
51.99999999999294,-1358352.125,281967.1213189339
52.399999999992716,-1360625.5,281680.88030374615
52.799999999992494,-1364644.375,282664.3776626339
53.19999999999227,-1370772.75,285145.9976145413
53.59999999999205,-1374996.25,284177.8063372915
53.99999999999183,-1381806.75,286801.97793671855
54.39999999999161,-1387108.625,287291.59801049833
54.799999999991385,-1393087.25,286846.3946763121
55.199999999991164,-1397711.5,285926.7402274249
55.59999999999094,-1403529.25,287247.4106612246
55.99999999999072,-1406042.375,286050.47055619047
56.3999999999905,-1408377.375,285151.80712067033
56.79999999999028,-1407971.5,283663.9840163712
57.199999999990055,-1407891.375,282385.1912248555
57.599999999989834,-1404598.75,282008.02928214293
57.99999999998961,-1401816.875,281721.746382945
58.39999999998939,-1397330.25,278955.22585105477
58.79999999998917,-1390237.0,277694.70275923
59.19999999998895,-1386149.375,279922.8155671166
59.599999999988725,-1380612.75,280483.6032498583
59.9999999999885,-1373108.25,279824.6091392142
60.39999999998828,-1368032.75,280070.23487307306
60.79999999998806,-1364565.75,280984.59226735507
61.19999999998784,-1361984.25,280386.94283431396
61.59999999998762,-1359808.25,280691.10715630854
61.999999999987395,-1361539.5,282866.37588555913
62.39999999998717,-1363488.75,283412.87524779374
62.79999999998695,-1367559.75,285257.1417067329
63.19999999998673,-1371594.5,284550.24683800223
63.59999999998651,-1380070.125,285873.33069898834
63.99999999998629,-1387655.375,287876.89299712144
64.39999999998678,-1392076.5,285496.2848957655
64.79999999998726,-1399176.5,286380.08847562975
65.19999999998775,-1406089.125,285189.669581624
65.59999999998824,-1412088.375,286448.96198823134
65.99999999998873,-1413269.125,285620.55673863145
66.39999999998922,-1412844.0,284421.75386476197
66.79999999998971,-1411813.75,284428.67294382374
67.1999999999902,-1409873.625,281476.61489432235
67.59999999999069,-1407125.0,281978.26441840007
67.99999999999118,-1403956.0,281882.2675718437
68.39999999999166,-1397659.125,280544.0450090899
68.79999999999215,-1392397.25,280394.4537098766
69.19999999999264,-1386684.75,281046.64542984177
69.59999999999313,-1379598.875,281067.5576366573
69.99999999999362,-1372116.0,279305.4958788032
70.39999999999411,-1367266.75,279807.0202911905
70.7999999999946,-1363321.5,279957.0337941952
71.19999999999509,-1362159.75,280623.41772218735
71.59999999999557,-1360687.25,280132.48953657516
71.99999999999606,-1359419.0,281243.6033968566
72.39999999999655,-1362685.0,282980.93788626493
72.79999999999704,-1365961.25,283322.362087014
73.19999999999753,-1372476.75,284256.05045605416
73.59999999999802,-1378556.5,284967.70122429566
73.99999999999851,-1385579.0,285693.9274788409
74.399999999999,-1392051.25,286270.9638015448
74.79999999999949,-1398458.0,286441.32426486426
75.19999999999997,-1403306.25,287191.6042802168
75.60000000000046,-1407609.5,285729.0231108555
76.00000000000095,-1410012.625,284425.5982295112
76.40000000000144,-1411051.375,284553.8245924228
76.80000000000193,-1411514.0,284596.1657285132
77.20000000000242,-1409502.25,282398.26913898584
77.60000000000291,-1407597.625,281676.363820017
78.0000000000034,-1403874.5,280776.0348307318
78.40000000000389,-1397988.5,280141.47215174505
78.80000000000437,-1394371.0,281024.2307574095
79.20000000000486,-1385102.0,279373.1630448386
79.60000000000535,-1380774.75,280589.1953044287
80.00000000000584,-1374033.75,279365.79960425
